215.509513	227.1914819	220.2600803
215.509513	227.1914819	220.2600803
215.509513	227.1914819	220.2600803
215.509513	227.1914819	220.2600803
215.509513	227.1914819	220.2600803
215.509513	227.1914819	220.2600803
215.509513	227.1914819	220.2600803
215.509513	227.1914819	220.2600803
215.509513	227.1914819	220.2600803
215.509513	227.1914819	220.2600803
215.509513	227.1914819	220.2600803
215.509513	227.1914819	220.2600803
215.509513	227.1914819	220.2600803
84.38656222	164.8515617	239.9261826
84.38656222	164.8515617	239.9261826
84.38656222	164.8515617	239.9261826
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
84.38656222	164.8515617	239.9261826
84.38656222	164.8515617	239.9261826
84.38656222	164.8515617	239.9261826
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
32.5092083	108.5829805	200.7543395
